x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        9.609099999999840E+000,       -3.836912437066937E-001,       -1.473003320324430E+001,        2.033878085854395E+002,        6.448199190704428E-007,        4.918519271794857E+000,        2.227492071540697E-001,        7.385838425994983E+000,        4.762538289854558E-006,       -2.245226162140818E-002,       -3.278700780393197E+000,        6.108046990112337E+001,       -1.548042424696337E-007,        4.705592399833713E-001,       -3.979425035136872E-002,        1.759121340115156E+000,       -9.042642371121674E-009
        9.619099999999840E+000,       -3.839158140868798E-001,       -1.476281399093802E+001,        2.039989984415210E+002,        6.432743684369171E-007,        4.923210400763097E+000,        2.223516548163959E-001,        7.403449055862576E+000,        4.762451569033734E-006,       -2.246180265387582E-002,       -3.277443455863208E+000,        6.115736210262907E+001,       -1.543061565688465E-007,        4.676620676452105E-001,       -3.971622100088731E-002,        1.763004734649112E+000,       -8.302011930707625E-009
        9.629099999999839E+000,       -3.841404795208692E-001,       -1.479558179472194E+001,        2.046109529716994E+002,        6.417337906068947E-007,        4.927872418222811E+000,        2.219548827033985E-001,        7.421098525011427E+000,        4.762372239924188E-006,       -2.247127228548357E-002,       -3.276103875792570E+000,        6.123340288919491E+001,       -1.538096802748801E-007,        4.647369185093058E-001,       -3.963820538870561E-002,        1.766889181354407E+000,       -7.564299487515004E-009
        9.639099999999839E+000,       -3.843652392917288E-001,       -1.482833578829605E+001,        2.052236636059229E+002,        6.401981695293899E-007,        4.932505043804273E+000,        2.215588906787001E-001,        7.438786843507981E+000,        4.762300273367656E-006,       -2.248066993112957E-002,       -3.274681290852976E+000,        6.130858106935445E+001,       -1.533148045824841E-007,        4.617836723793348E-001,       -3.956020331373272E-002,        1.770774589009867E+000,       -6.829500709905256E-009
        9.649099999999839E+000,       -3.845900926766574E-001,       -1.486107513784528E+001,        2.058371216617973E+002,        6.386674892431871E-007,        4.937107995937224E+000,        2.211636786079336E-001,        7.456514020501584E+000,        4.762235640248530E-006,       -2.248999500245484E-002,       -3.273174947814940E+000,        6.138288537081973E+001,       -1.528215205413441E-007,        4.588022094998653E-001,       -3.948221457483869E-002,        1.774660865407862E+000,       -6.097611382721782E-009
        9.659099999999839E+000,       -3.848150389469597E-001,       -1.489379900201014E+001,        2.064513183438775E+002,        6.371417338762829E-007,        4.941680991858567E+000,        2.207692463587445E-001,        7.474280064214470E+000,        4.762178311493025E-006,       -2.249924690784270E-002,       -3.271584089565196E+000,        6.145630444042192E+001,       -1.523298192558912E-007,        4.557924105717041E-001,       -3.940423897087915E-002,        1.778547917348920E+000,       -5.368627407958212E-009
        9.669099999999839E+000,       -3.850400773680031E-001,       -1.492650653183498E+001,        2.070662447427222E+002,        6.356208876453852E-007,        4.946223747612690E+000,        2.203755938007896E-001,        7.492084981931929E+000,        4.762128258067555E-006,       -2.250842505238943E-002,       -3.269907955109047E+000,        6.152882684384604E+001,       -1.518396918847685E-007,        4.527541567678536E-001,       -3.932627630067092E-002,        1.782435650634242E+000,       -4.642544804128746E-009
        9.679099999999838E+000,       -3.852652071991892E-001,       -1.495919687073475E+001,        2.076818918341397E+002,        6.341049348553319E-007,        4.950735978058112E+000,        2.199827208057371E-001,        7.509928779992254E+000,        4.762085450977773E-006,       -2.251752883789709E-002,       -3.268145779582802E+000,        6.160044106549529E+001,       -1.513511296403822E-007,        4.496873297524582E-001,       -3.924832636300719E-002,        1.786323970059930E+000,       -3.919359705274831E-009
        9.689099999999838E+000,       -3.854904276939241E-001,       -1.499186915445988E+001,        2.082982504784109E+002,        6.325938598985668E-007,        4.955217396873657E+000,        2.195906272472683E-001,        7.527811463776603E+000,        4.762049861267527E-006,       -2.252655766286515E-002,       -3.266296794269306E+000,        6.167113550839861E+001,       -1.508641237886169E-007,        4.465918116972356E-001,       -3.917038895666922E-002,        1.790212779411050E+000,       -3.199068361185045E-009
        9.699099999999838E+000,       -3.857157380995818E-001,       -1.502452251105337E+001,        2.089153114194291E+002,        6.310876472546133E-007,        4.959667716562138E+000,        2.191993130010762E-001,        7.545733037698926E+000,        4.762021460017553E-006,       -2.253551092247114E-002,       -3.264360226606528E+000,        6.174089849402336E+001,       -1.503786656483577E-007,        4.434674852991712E-001,       -3.909246388041980E-002,        1.794101981454925E+000,       -2.481667136664290E-009
        9.709099999999838E+000,       -3.859411376574705E-001,       -1.505715606081278E+001,        2.095330652838871E+002,        6.295862814895417E-007,        4.964086648455804E+000,        2.188087779448664E-001,        7.563693505195745E+000,        4.762000218344346E-006,       -2.254438800855770E-002,       -3.262335300199787E+000,        6.180971826213707E+001,       -1.498947465910883E-007,        4.403142337985654E-001,       -3.901455093300786E-002,        1.797991477934908E+000,       -1.767152511052821E-009
        9.719099999999838E+000,       -3.861666256027997E-001,       -1.508976891625242E+001,        2.101515025804636E+002,        6.280897472554476E-007,        4.968473902722046E+000,        2.184190219583571E-001,        7.581692868715844E+000,        4.761986107399030E-006,       -2.255318830962030E-002,       -3.260221234836861E+000,        6.187758297070265E+001,       -1.494123580405391E-007,        4.371319409964546E-001,       -3.893664991317409E-002,        1.801881169564160E+000,       -1.055521078070304E-009
        9.729099999999837E+000,       -3.863922011646477E-001,       -1.512236018206566E+001,        2.107706136990105E+002,        6.265980292899304E-007,        4.972829188369220E+000,        2.180300449232789E-001,        7.599731129709991E+000,        4.761979098366230E-006,       -2.256191121079354E-002,       -3.258017246501452E+000,        6.194448069575236E+001,       -1.489314914722688E-007,        4.339204912734407E-001,       -3.885876061965419E-002,        1.805770956019399E+000,       -3.467695451903252E-010
        9.739099999999837E+000,       -3.866178635659245E-001,       -1.515492895508361E+001,        2.113903889096952E+002,        6.251111124155801E-007,        4.977152213251449E+000,        2.176418467233747E-001,        7.617808288620484E+000,        4.761979162462832E-006,       -2.257055609383426E-002,       -3.255722547384727E+000,        6.201039943123625E+001,       -1.484521384132276E-007,        4.306797696083660E-001,       -3.878088285117733E-002,        1.809660735934366E+000,        3.591052670083414E-010
        9.749099999999837E+000,       -3.868436120233470E-001,       -1.518747432424777E+001,        2.120108183622939E+002,        6.236289815394460E-007,        4.981442684078090E+000,        2.172544272444014E-001,        7.635924344870729E+000,        4.761986270937180E-006,       -2.257912233711994E-002,       -3.253336345909519E+000,        6.207532708903496E+001,       -1.479742904415338E-007,        4.274096615965043E-001,       -3.870301640648961E-002,        1.813550406894483E+000,        1.062106424574085E-009
        9.759099999999837E+000,       -3.870694457473939E-001,       -1.521999537055931E+001,        2.126318920852283E+002,        6.221516216525613E-007,        4.985700306415751E+000,        2.168677863741271E-001,        7.654079296854727E+000,        4.762000395067536E-006,       -2.258760931562021E-002,       -3.250857846736416E+000,        6.213925149873329E+001,       -1.474979391859290E-007,        4.241100534685095E-001,       -3.862516108433250E-002,        1.817439865429449E+000,        1.762236881187589E-009
        9.769099999999836E+000,       -3.872953639422786E-001,       -1.525249116704979E+001,        2.132535999848315E+002,        6.206790178294062E-007,        4.989924784697420E+000,        2.164819240023333E-001,        7.672273141926462E+000,        4.762021506161219E-006,       -2.259601640089242E-002,       -3.248286250785880E+000,        6.220216040760011E+001,       -1.470230763254399E-007,        4.207808321107743E-001,       -3.854731668346299E-002,        1.821329007007719E+000,        2.459499478681370E-009
        9.779099999999836E+000,       -3.875213658059110E-001,       -1.528496077873884E+001,        2.138759318444698E+002,        6.192111552274305E-007,        4.994115822227496E+000,        2.160968400208133E-001,        7.690505876389263E+000,        4.762049575553325E-006,       -2.260434296106335E-002,       -3.245620755253951E+000,        6.226404148049195E+001,       -1.465496935890714E-007,        4.174218850824666E-001,       -3.846948300264787E-002,        1.825217726029845E+000,        3.153896946724241E-009
        9.789099999999836E+000,       -3.877474505298659E-001,       -1.531740326260057E+001,        2.144988773237571E+002,        6.177480190865424E-007,        4.998273121189793E+000,        2.157125343233728E-001,        7.708777495485094E+000,        4.762084574605731E-006,       -2.261258836081889E-002,       -3.242860553630680E+000,        6.232488229978155E+001,       -1.460777827553574E-007,        4.140331006375009E-001,       -3.839165984067459E-002,        1.829105915822566E+000,        3.845431904006127E-009
        9.799099999999836E+000,       -3.879736172993499E-001,       -1.534981766752808E+001,        2.151224259577471E+002,        6.162895947286139E-007,        5.002396382654973E+000,        2.153290068058300E-001,        7.727087993383822E+000,        4.762126474706014E-006,       -2.262075196139203E-002,       -3.240004835721446E+000,        6.238467036532943E+001,       -1.456073356520702E-007,        4.106143677431132E-001,       -3.831384699635700E-002,        1.832993468632688E+000,        4.534106858115230E-009
        9.809099999999836E+000,       -3.881998652931610E-001,       -1.538220303429003E+001,        2.157465671560332E+002,        6.148358675570023E-007,        5.006485306585731E+000,        2.149462573660137E-001,        7.745437363172341E+000,        4.762175247266153E-006,       -2.262883312054246E-002,       -3.237052787661629E+000,        6.244339309436511E+001,       -1.451383441557834E-007,        4.071655761001021E-001,       -3.823604426852797E-002,        1.836880275620333E+000,        5.219924206201922E-009
        9.819099999999835E+000,       -3.884261936836612E-001,       -1.541455839550258E+001,        2.163712902020164E+002,        6.133868230560470E-007,        5.010539591846908E+000,        2.145642859037656E-001,        7.763825596843696E+000,        4.762230863721677E-006,       -2.263683119255205E-002,       -3.234003591943416E+000,        6.250103782152511E+001,       -1.446708001915902E-007,        4.036866161633623E-001,       -3.815825145605884E-002,        1.840766226853485E+000,        5.902886235197952E-009
        9.829099999999835E+000,       -3.886526016367338E-001,       -1.544688277558397E+001,        2.169965842519785E+002,        6.119424467906087E-007,        5.014558936210296E+000,        2.141830923209376E-001,        7.782252685286086E+000,        4.762293295530301E-006,       -2.264474552820145E-002,       -3.230856427429452E+000,        6.255759179871887E+001,       -1.442046957326251E-007,        4.001773791629625E-001,       -3.808046835784731E-002,        1.844651211301033E+000,        6.582995122729558E-009
        9.839099999999835E+000,       -3.888790883117558E-001,       -1.547917519072741E+001,        2.176224383343558E+002,        6.105027244055640E-007,        5.018543036365284E+000,        2.138026765213932E-001,        7.800718618271919E+000,        4.762362514171095E-006,       -2.265257547476644E-002,       -3.227610469382959E+000,        6.261304219521490E+001,       -1.437400227998921E-007,        3.966377571232426E-001,       -3.800269477283706E-002,        1.848535116827364E+000,        7.260252936514753E-009
        9.849099999999835E+000,       -3.891056528615569E-001,       -1.551143464885695E+001,        2.182488413488210E+002,        6.090676416253538E-007,        5.022491587924389E+000,        2.134230384110049E-001,        7.819223384446687E+000,        4.762438491143151E-006,       -2.266032037599512E-002,       -3.224264889482837E+000,        6.266737609751866E+001,       -1.432767734617307E-007,        3.930676428856706E-001,       -3.792493050000764E-002,        1.852417830185529E+000,        7.934661635820176E-009
        9.859099999999835E+000,       -3.893322944323887E-001,       -1.554366014959896E+001,        2.188757820655349E+002,        6.076371842534850E-007,        5.026404285433735E+000,        2.130441778976565E-001,        7.837766971317838E+000,        4.762521197964706E-006,       -2.266797957210218E-002,       -3.220818855853157E+000,        6.272058050944470E+001,       -1.428149398335671E-007,        3.894669301297899E-001,       -3.784717533839160E-002,        1.856299237011725E+000,        8.606223071420722E-009
        9.869099999999834E+000,       -3.895590121638853E-001,       -1.557585068424127E+001,        2.195032491242596E+002,        6.062113381720959E-007,        5.030280822379873E+000,        2.126660948912409E-001,        7.856349365243545E+000,        4.762610606171901E-006,       -2.267555239975027E-002,       -3.217271533085203E+000,        6.277264235209602E+001,       -1.423545140776311E-007,        3.858355133923507E-001,       -3.776942908706901E-002,        1.860179221818714E+000,        9.274938985300391E-009
        9.879099999999834E+000,       -3.897858051890304E-001,       -1.560800523570002E+001,        2.201312310335541E+002,        6.047900893414604E-007,        5.034120891199106E+000,        2.122887893036596E-001,        7.874970551421486E+000,        4.762706687317765E-006,       -2.268303819203705E-002,       -3.213622082260287E+000,        6.282354846383690E+001,       -1.418954884024232E-007,        3.821732880932576E-001,       -3.769169154517511E-002,        1.864057667989904E+000,        9.940811012596462E-009
        9.889099999999834E+000,       -3.900126726341209E-001,       -1.564012277848564E+001,        2.207597161699580E+002,        6.033734237995296E-007,        5.037924183286710E+000,        2.119122610488227E-001,        7.893630513877500E+000,        4.762809412971157E-006,       -2.269043627848390E-002,       -3.209869660980432E+000,        6.287328560038446E+001,       -1.414378550625704E-007,        3.784801505539017E-001,       -3.761396251190644E-002,        1.867934457773352E+000,        1.060384068053656E-008
        9.899099999999834E+000,       -3.902396136187315E-001,       -1.567220227866750E+001,        2.213886927771571E+002,        6.019613276614932E-007,        5.041690389005830E+000,        2.115365100426481E-001,        7.912329235454202E+000,        4.762918754715688E-006,       -2.269774598502092E-002,       -3.206013423392185E+000,        6.292184043480002E+001,       -1.409816063583866E-007,        3.747559980213381E-001,       -3.753624178652385E-002,        1.871809472275647E+000,        1.126402940964931E-008
        9.909099999999833E+000,       -3.904666272556769E-001,       -1.570424269383834E+001,        2.220181489651443E+002,        6.005537871193016E-007,        5.045419197696528E+000,        2.111615362030606E-001,        7.931066697799536E+000,        4.763034684148605E-006,       -2.270496663397271E-002,       -3.202052520215292E+000,        6.296919955754917E+001,       -1.405267346356051E-007,        3.710007286892385E-001,       -3.745852916835504E-002,        1.875682591455795E+000,        1.192137851356335E-008
        9.919099999999833E+000,       -3.906937126509782E-001,       -1.573624297308163E+001,        2.226480727094105E+002,        5.991507884412235E-007,        5.049110297685802E+000,        2.107873394499914E-001,        7.949842881355287E+000,        4.763157172879789E-006,       -2.271209754404564E-002,       -3.197986098770463E+000,        6.301534947654371E+001,       -1.400732322849840E-007,        3.672142417222078E-001,       -3.738082445680128E-002,        1.879553694119309E+000,        1.257588919999278E-008
        9.929099999999833E+000,       -3.909208689038243E-001,       -1.576820205693689E+001,        2.232784518501099E+002,        5.977523179714001E-007,        5.052763376297157E+000,        2.104139197053775E-001,        7.968657765345476E+000,        4.763286192530651E-006,       -2.271913803031357E-002,       -3.193813303009735E+000,        6.306027661721713E+001,       -1.396210917419944E-007,        3.633964372783069E-001,       -3.730312745134068E-002,        1.883422657912170E+000,        1.322756257099802E-008
        9.939099999999833E+000,       -3.911480951065383E-001,       -1.580011887736762E+001,        2.239092740912528E+002,        5.963583621293853E-007,        5.056378119861078E+000,        2.100412768931603E-001,        7.987511327764810E+000,        4.763421714733125E-006,       -2.272608740420642E-002,       -3.189533273547435E+000,        6.310396732262147E+001,       -1.391703054865937E-007,        3.595472165304754E-001,       -3.722543795153466E-002,        1.887289359314983E+000,        1.387639962264415E-008
        9.949099999999833E+000,       -3.913753903445370E-001,       -1.583199235772440E+001,        2.245405269998393E+002,        5.949689074097271E-007,        5.059954213724237E+000,        2.096694109392856E-001,        8.006403545366885E+000,        4.763563711128523E-006,       -2.273294497349202E-002,       -3.185145147688618E+000,        6.314640785346486E+001,       -1.387208660427467E-007,        3.556664816926778E-001,       -3.714775575702724E-002,        1.891153673636741E+000,        1.452240124653124E-008
        9.959099999999832E+000,       -3.916027536962985E-001,       -1.586382141271692E+001,        2.251721980050941E+002,        5.935839403815076E-007,        5.063491342261456E+000,        2.092983217717018E-001,        8.025334393652566E+000,        4.763712153366610E-006,       -2.273971004226782E-002,       -3.180648059464472E+000,        6.318758438826507E+001,       -1.382727659782300E-007,        3.517541360419479E-001,       -3.707008066755670E-002,        1.895015475009316E+000,        1.516556822940249E-008
        9.969099999999832E+000,       -3.918301842333223E-001,       -1.589560494837719E+001,        2.258042743975959E+002,        5.922034476879138E-007,        5.066989188885236E+000,        2.089280093203599E-001,        8.044303846858080E+000,        4.763867013104449E-006,       -2.274638191094357E-002,       -3.176041139663773E+000,        6.322748302343651E+001,       -1.378259979042907E-007,        3.478100839420343E-001,       -3.699241248295417E-002,        1.898874636381253E+000,        1.580590125357258E-008
        9.979099999999832E+000,       -3.920576810200939E-001,       -1.592734186203032E+001,        2.264367433284922E+002,        5.908274160458039E-007,        5.070447436057627E+000,        2.085584735172124E-001,        8.063311877943208E+000,        4.764028262005443E-006,       -2.275295987623032E-002,       -3.171323515867985E+000,        6.326608977342849E+001,       -1.373805544753275E-007,        3.438342308683387E-001,       -3.691475100315288E-002,        1.902731029512152E+000,        1.644340089750507E-008
        9.989099999999832E+000,       -3.922852431140463E-001,       -1.595903104225942E+001,        2.270695918086441E+002,        5.894558322452827E-007,        5.073865765300537E+000,        2.081897142962111E-001,        8.082358458579346E+000,        4.764195871738211E-006,       -2.275944323112375E-002,       -3.166494312483319E+000,        6.330339057082519E+001,       -1.369364283885580E-007,        3.398264834322682E-001,       -3.683709602818750E-002,        1.906584524966604E+000,        1.707806763626010E-008
        9.999099999999832E+000,       -3.925128695655262E-001,       -1.599067136887887E+001,        2.277028067078632E+002,        5.880886831492602E-007,        5.077243857208613E+000,        2.078217315933076E-001,        8.101443559137582E+000,        4.764369813975683E-006,       -2.276583126489538E-002,       -3.161552650781896E+000,        6.333937126655741E+001,       -1.364936123837475E-007,        3.357867494060451E-001,       -3.675944735820670E-002,        1.910434992108796E+000,        1.770990184179651E-008
        1.000909999999983E+001,       -3.927405594177530E-001,       -1.602226171289858E+001,        2.283363747540441E+002,        5.867259556930436E-007,        5.080581391459647E+000,        2.074545253464510E-001,        8.120567148676608E+000,        4.764550060393950E-006,       -2.277212326307469E-002,       -3.156497648933004E+000,        6.337401762999931E+001,       -1.360520992428925E-007,        3.317149377470682E-001,       -3.668180479347053E-002,        1.914282299096381E+000,        1.833890378327825E-008
        1.001909999999983E+001,       -3.929683117067822E-001,       -1.605380093649448E+001,        2.289702825323639E+002,        5.853676368839076E-007,        5.083878046826949E+000,        2.070880954955876E-001,        8.139729194930602E+000,        4.764736582671277E-006,       -2.277831850743752E-002,       -3.151328422045677E+000,        6.340731534919584E+001,       -1.356118817899620E-007,        3.276109586223826E-001,       -3.660416813435781E-002,        1.918126312874888E+000,        1.896507362718421E-008
        1.002909999999983E+001,       -3.931961254614688E-001,       -1.608528789297910E+001,        2.296045164844817E+002,        5.840137138006829E-007,        5.087133501191837E+000,        2.067224419826589E-001,        8.158929664297142E+000,        4.764929352487094E-006,       -2.278441627599260E-002,       -3.146044082204459E+000,        6.343925003101191E+001,       -1.351729528905304E-007,        3.234747234358586E-001,       -3.652653718137197E-002,        1.921966899172123E+000,        1.958841143830541E-008
        1.003909999999983E+001,       -3.934239997034291E-001,       -1.611672142677091E+001,        2.302390629077210E+002,        5.826641735933345E-007,        5.090347431555979E+000,        2.063575647516012E-001,        8.178168521824967E+000,        4.765128341520977E-006,       -2.279041584296813E-002,       -3.140643738510911E+000,        6.346980720135325E+001,       -1.347353054515292E-007,        3.193061448526861E-001,       -3.644891173514541E-002,        1.925803922492467E+000,        2.020891717970720E-008
        1.004909999999983E+001,       -3.936519334470026E-001,       -1.614810037336438E+001,        2.308739079542576E+002,        5.813190034825495E-007,        5.093519514054028E+000,        2.059934637483433E-001,        8.197445731201720E+000,        4.765333521451622E-006,       -2.279631647879765E-002,       -3.135126497123597E+000,        6.349897230536632E+001,       -1.342989324209203E-007,        3.151051368259564E-001,       -3.637129159644346E-002,        1.929637246111256E+000,        2.082659071338548E-008
        1.005909999999983E+001,       -3.938799256992133E-001,       -1.617942355930050E+001,        2.315090376303094E+002,        5.799781907593381E-007,        5.096649423966568E+000,        2.056301389208061E-001,        8.216761254741611E+000,        4.765544863955820E-006,       -2.280211745010744E-002,       -3.129491461301170E+000,        6.352673070768617E+001,       -1.338638267874927E-007,        3.108716146209067E-001,       -3.629367656616966E-002,        1.933466732069219E+000,        2.144143179996329E-008
        1.006909999999983E+001,       -3.941079754597341E-001,       -1.621068980214004E+001,        2.321444377953567E+002,        5.786417227846114E-007,        5.099736835733940E+000,        2.052675902189007E-001,        8.236115053373096E+000,        4.765762340707512E-006,       -2.280781801970370E-002,       -3.123737731444915E+000,        6.355306769266353E+001,       -1.334299815804670E-007,        3.066054948440943E-001,       -3.621606644537319E-002,        1.937292241167101E+000,        2.205344010001313E-008
        1.007909999999983E+001,       -3.943360817208444E-001,       -1.624189791043138E+001,        2.327800941612959E+002,        5.773095869887998E-007,        5.102781422968723E+000,        2.049058175945267E-001,        8.255507086626352E+000,        4.765985923376676E-006,       -2.281341744655649E-002,       -3.117864405140923E+000,        6.357796846459655E+001,       -1.329973898692254E-007,        3.023066954691324E-001,       -3.613846103524910E-002,        1.941113632959916E+000,        2.266261517421959E-008
        1.008909999999983E+001,       -3.945642434673964E-001,       -1.627304668368714E+001,        2.334159922916943E+002,        5.759817708714303E-007,        5.105782858470787E+000,        2.045448210015715E-001,        8.274937312620921E+000,        4.766215583628462E-006,       -2.281891498579124E-002,       -3.111870577210521E+000,        6.360141814807987E+001,       -1.325660447631918E-007,        2.979751358606046E-001,       -3.606086013714904E-002,        1.944930765751842E+000,        2.326895648256222E-008
        1.009909999999983E+001,       -3.947924596767729E-001,       -1.630413491235304E+001,        2.340521176009501E+002,        5.746582620007363E-007,        5.108740814240343E+000,        2.041846003959074E-001,        8.294405688053081E+000,        4.766451293122086E-006,       -2.282430988867037E-002,       -3.105755339749809E+000,        6.362340178818415E+001,       -1.321359394112873E-007,        2.936107368066623E-001,       -3.598326355258184E-002,        1.948743496590589E+000,        2.387246338676691E-008
        1.010909999999983E+001,       -3.950207293188496E-001,       -1.633516137778207E+001,        2.346884553535125E+002,        5.733390480132719E-007,        5.111654961492615E+000,        2.038251557353914E-001,        8.313912168183258E+000,        4.766693023509876E-006,       -2.282960140258358E-002,       -3.099517782182375E+000,        6.364390435084368E+001,       -1.317070670019317E-007,        2.892134205403164E-001,       -3.590567108322031E-002,        1.952551681262135E+000,        2.447313514845829E-008
        1.011909999999983E+001,       -3.952490513559576E-001,       -1.636612485220928E+001,        2.353249906631076E+002,        5.720241166135118E-007,        5.114524970672814E+000,        2.034664869798632E-001,        8.333456706823423E+000,        4.766940746436315E-006,       -2.283478877103306E-002,       -3.093156991304097E+000,        6.366291072310237E+001,       -1.312794207624941E-007,        2.847831107736965E-001,       -3.582808253090832E-002,        1.956355174285557E+000,        2.507097093186789E-008
        1.012909999999983E+001,       -3.954774247428443E-001,       -1.639702409872559E+001,        2.359617084919490E+002,        5.707134555734517E-007,        5.117350511470946E+000,        2.031085940911426E-001,        8.353039256324443E+000,        4.767194433537046E-006,       -2.283987123362260E-002,       -3.086672051336092E+000,        6.368040571350826E+001,       -1.308529939592808E-007,        2.803197327197162E-001,       -3.575049769766518E-002,        1.960153828907770E+000,        2.566596980202833E-008
        1.013909999999983E+001,       -3.957058484266324E-001,       -1.642785787125019E+001,        2.365985936499297E+002,        5.694070527322368E-007,        5.120131252836459E+000,        2.027514770330282E-001,        8.372659767563231E+000,        4.767454056437850E-006,       -2.284484802604122E-002,       -3.080062043972967E+000,        6.369637405240758E+001,       -1.304277798970835E-007,        2.758232131243077E-001,       -3.567291638568892E-002,        1.963947497098208E+000,        2.625813072664009E-008
        1.014909999999983E+001,       -3.959343213467821E-001,       -1.645862491450664E+001,        2.372356307938540E+002,        5.681048959957768E-007,        5.122866862993996E+000,        2.023951357712961E-001,        8.392318189929956E+000,        4.767719586753691E-006,       -2.284971838005210E-002,       -3.073326048434971E+000,        6.371080039232019E+001,       -1.300037719190045E-007,        2.712934802928421E-001,       -3.559533839736326E-002,        1.967736029543791E+000,        2.684745257575177E-008
        1.015909999999983E+001,       -3.961628424350508E-001,       -1.648932396399847E+001,        2.378728044266629E+002,        5.668069733363619E-007,        5.125557009459152E+000,        2.020395702736979E-001,        8.412014471315203E+000,        4.767990996087747E-006,       -2.285448152347916E-002,       -3.066463141521853E+000,        6.372366930832075E+001,       -1.295809634061625E-007,        2.667304641195726E-001,       -3.551776353526313E-002,        1.971519275643854E+000,        2.743393412238517E-008
        1.016909999999983E+001,       -3.963914106154557E-001,       -1.651995374598627E+001,        2.385100988966748E+002,        5.655132727922742E-007,        5.128201359054778E+000,        2.016847805099578E-001,        8.431748558097178E+000,        4.768268256030464E-006,       -2.285913668019498E-002,       -3.059472397666907E+000,        6.373496529843312E+001,       -1.291593477774473E-007,        2.621340961160471E-001,       -3.544019160216073E-002,        1.975297083505208E+000,        2.801757404280111E-008
        1.017909999999983E+001,       -3.966200248042328E-001,       -1.655051297746359E+001,        2.391474983968066E+002,        5.642237824674204E-007,        5.130799577927095E+000,        2.013307664517718E-001,        8.451520395128647E+000,        4.768551338158570E-006,       -2.286368307010746E-002,       -3.052352888992638E+000,        6.374467278403866E+001,       -1.287389184892497E-007,        2.575043094406573E-001,       -3.536262240103097E-002,        1.979069299937156E+000,        2.859837091699402E-008
        1.018909999999983E+001,       -3.968486839097963E-001,       -1.658100036613235E+001,        2.397849869637896E+002,        5.629384905309567E-007,        5.133351331561885E+000,        2.009775280728047E-001,        8.471329925723902E+000,        4.768840214034088E-006,       -2.286811990914574E-002,       -3.045103685366059E+000,        6.375277611028534E+001,       -1.283196690351997E-007,        2.528410389277970E-001,       -3.528505573505480E-002,        1.982835770446463E+000,        2.917632322904397E-008
        1.019909999999983E+001,       -3.970773868327001E-001,       -1.661141461038271E+001,        2.404225484774339E+002,        5.616573852169268E-007,        5.135856284801924E+000,        2.006250653486889E-001,        8.491177091645795E+000,        4.769134855203410E-006,       -2.287244640924916E-002,       -3.037723854457840E+000,        6.375925954654748E+001,       -1.279015929459275E-007,        2.481442211175244E-001,       -3.520749140762766E-002,        1.986596339232711E+000,        2.975142936749795E-008
        1.020909999999983E+001,       -3.973061324655975E-001,       -1.664175439927088E+001,        2.410601666598677E+002,        5.603804548238746E-007,        5.138314101864054E+000,        2.002733782570216E-001,        8.511061833092626E+000,        4.769435233196340E-006,       -2.287666177835420E-002,       -3.030212461801151E+000,        6.376410728688506E+001,       -1.274846837888274E-007,        2.434137942848398E-001,       -3.512992922236405E-002,        1.990350849183474E+000,        3.032368762554908E-008
        1.021909999999983E+001,       -3.975349196932014E-001,       -1.667201841249791E+001,        2.416978250747848E+002,        5.591076877144921E-007,        5.140724446356677E+000,        1.999224667773624E-001,        8.530984088684990E+000,        4.769741319525138E-006,       -2.288076522038133E-002,       -3.022568570851567E+000,        6.376730345050780E+001,       -1.270689351677477E-007,        2.386496984714173E-001,       -3.505236898310349E-002,        1.994099141869636E+000,        3.089309620198487E-008
        1.022909999999983E+001,       -3.977637473922438E-001,       -1.670220532038996E+001,        2.423355071267067E+002,        5.578390723152518E-007,        5.143086981297722E+000,        1.995723308912319E-001,        8.550943795452618E+000,        4.770053085683601E-006,       -2.288475593522378E-002,       -3.014791243049292E+000,        6.376883208228688E+001,       -1.266543407228211E-007,        2.338518755141079E-001,       -3.497481049391728E-002,        1.997841057540813E+000,        3.145965320094007E-008
        1.023909999999983E+001,       -3.979926144314357E-001,       -1.673231378387748E+001,        2.429731960602313E+002,        5.565745971160350E-007,        5.145401369132525E+000,        1.992229705821082E-001,        8.570940888821101E+000,        4.770370503146085E-006,       -2.288863311873381E-002,       -3.006879537881195E+000,        6.376867715325078E+001,       -1.262408941301628E-007,        2.290202690768396E-001,       -3.489725355911306E-002,        2.001576435120728E+000,        3.202335663272119E-008
        1.024909999999983E+001,       -3.982215196714252E-001,       -1.676234245447542E+001,        2.436108749592882E+002,        5.553142506697944E-007,        5.147667271752108E+000,        1.988743858354257E-001,        8.590975302598570E+000,        4.770693543366563E-006,       -2.289239596271027E-002,       -2.998832512945477E+000,        6.376682256112302E+001,       -1.258285891016585E-007,        2.241548246806439E-001,       -3.481969798324034E-002,        2.005305112202695E+000,        3.258420441397539E-008
        1.025909999999983E+001,       -3.984504619647590E-001,       -1.679228997426603E+001,        2.442485267464264E+002,        5.540580215921811E-007,        5.149884350512235E+000,        1.985265766385718E-001,        8.611046968962453E+000,        4.771022177777720E-006,       -2.289604365488754E-002,       -2.990649224016923E+000,        6.376325213087346E+001,       -1.254174193847384E-007,        2.192554897346157E-001,       -3.474214357109808E-002,        2.009026925045303E+000,        3.314219436797973E-008
