 x, Bphi, vr, vz, rho, Omega, Psi, T, P
 0.9127357E+01, -.2951080E+00, -.1424321E+04, 0.1560344E+05, 0.8016968E-06, 0.1215850E+01, 0.5426954E-02, 0.1012138E+04, 0.8114277E-03
 0.9219089E+01, -.2937423E+00, -.1454677E+04, 0.1612483E+05, 0.7686557E-06, 0.1192176E+01, 0.5227504E-02, 0.1063687E+04, 0.8176094E-03
 0.9311742E+01, -.2923444E+00, -.1485063E+04, 0.1665742E+05, 0.7371733E-06, 0.1169141E+01, 0.5037392E-02, 0.1117272E+04, 0.8236227E-03
 0.9405327E+01, -.2909138E+00, -.1515453E+04, 0.1720119E+05, 0.7071679E-06, 0.1146731E+01, 0.4856135E-02, 0.1172932E+04, 0.8294601E-03
 0.9499852E+01, -.2894500E+00, -.1545823E+04, 0.1775611E+05, 0.6785620E-06, 0.1124932E+01, 0.4683279E-02, 0.1230711E+04, 0.8351136E-03
 0.9595327E+01, -.2879524E+00, -.1576146E+04, 0.1832214E+05, 0.6512827E-06, 0.1103731E+01, 0.4518394E-02, 0.1290646E+04, 0.8405754E-03
 0.9691762E+01, -.2864206E+00, -.1606394E+04, 0.1889924E+05, 0.6252610E-06, 0.1083115E+01, 0.4361076E-02, 0.1352775E+04, 0.8458375E-03
 0.9789165E+01, -.2848540E+00, -.1636540E+04, 0.1948732E+05, 0.6004317E-06, 0.1063069E+01, 0.4210940E-02, 0.1417133E+04, 0.8508918E-03
 0.9887548E+01, -.2832520E+00, -.1666557E+04, 0.2008633E+05, 0.5767334E-06, 0.1043580E+01, 0.4067624E-02, 0.1483754E+04, 0.8557302E-03
 0.9986920E+01, -.2816141E+00, -.1696413E+04, 0.2069617E+05, 0.5541079E-06, 0.1024636E+01, 0.3930787E-02, 0.1552666E+04, 0.8603445E-03
 0.1008729E+02, -.2799397E+00, -.1726082E+04, 0.2131673E+05, 0.5325002E-06, 0.1006223E+01, 0.3800106E-02, 0.1623899E+04, 0.8647264E-03
 0.1018867E+02, -.2782281E+00, -.1755531E+04, 0.2194790E+05, 0.5118583E-06, 0.9883284E+00, 0.3675275E-02, 0.1697476E+04, 0.8688673E-03
 0.1029107E+02, -.2764788E+00, -.1784730E+04, 0.2258955E+05, 0.4921330E-06, 0.9709405E+00, 0.3556006E-02, 0.1773421E+04, 0.8727589E-03
 0.1039449E+02, -.2746911E+00, -.1813648E+04, 0.2324154E+05, 0.4732779E-06, 0.9540469E+00, 0.3442025E-02, 0.1851750E+04, 0.8763924E-03
 0.1049896E+02, -.2728644E+00, -.1842252E+04, 0.2390370E+05, 0.4552489E-06, 0.9376354E+00, 0.3333075E-02, 0.1932479E+04, 0.8797590E-03
 0.1060448E+02, -.2709978E+00, -.1870511E+04, 0.2457586E+05, 0.4380044E-06, 0.9216946E+00, 0.3228912E-02, 0.2015619E+04, 0.8828499E-03
 0.1071105E+02, -.2690907E+00, -.1898390E+04, 0.2525783E+05, 0.4215049E-06, 0.9062130E+00, 0.3129305E-02, 0.2101176E+04, 0.8856561E-03
 0.1081870E+02, -.2671424E+00, -.1925855E+04, 0.2594942E+05, 0.4057131E-06, 0.8911797E+00, 0.3034036E-02, 0.2189153E+04, 0.8881682E-03
 0.1092743E+02, -.2651518E+00, -.1952873E+04, 0.2665040E+05, 0.3905936E-06, 0.8765837E+00, 0.2942899E-02, 0.2279548E+04, 0.8903769E-03
 0.1103725E+02, -.2631183E+00, -.1979408E+04, 0.2736055E+05, 0.3761128E-06, 0.8624147E+00, 0.2855698E-02, 0.2372354E+04, 0.8922726E-03
 0.1114818E+02, -.2610408E+00, -.2005423E+04, 0.2807961E+05, 0.3622389E-06, 0.8486624E+00, 0.2772248E-02, 0.2467558E+04, 0.8938455E-03
 0.1126022E+02, -.2589184E+00, -.2030882E+04, 0.2880733E+05, 0.3489417E-06, 0.8353171E+00, 0.2692376E-02, 0.2565143E+04, 0.8950854E-03
 0.1137339E+02, -.2567500E+00, -.2055748E+04, 0.2954342E+05, 0.3361924E-06, 0.8223692E+00, 0.2615915E-02, 0.2665087E+04, 0.8959819E-03
 0.1148769E+02, -.2545344E+00, -.2079982E+04, 0.3028761E+05, 0.3239640E-06, 0.8098095E+00, 0.2542709E-02, 0.2767358E+04, 0.8965243E-03
 0.1160315E+02, -.2522703E+00, -.2103545E+04, 0.3103957E+05, 0.3122303E-06, 0.7976291E+00, 0.2472609E-02, 0.2871923E+04, 0.8967015E-03
 0.1171976E+02, -.2499564E+00, -.2126397E+04, 0.3179900E+05, 0.3009669E-06, 0.7858196E+00, 0.2405477E-02, 0.2978739E+04, 0.8965018E-03
 0.1183754E+02, -.2475911E+00, -.2148496E+04, 0.3256555E+05, 0.2901501E-06, 0.7743727E+00, 0.2341179E-02, 0.3087757E+04, 0.8959130E-03
 0.1195651E+02, -.2451728E+00, -.2169800E+04, 0.3333887E+05, 0.2797576E-06, 0.7632806E+00, 0.2279590E-02, 0.3198921E+04, 0.8949224E-03
 0.1207668E+02, -.2426997E+00, -.2190265E+04, 0.3411861E+05, 0.2697681E-06, 0.7525358E+00, 0.2220591E-02, 0.3312166E+04, 0.8935165E-03
 0.1219805E+02, -.2401697E+00, -.2209845E+04, 0.3490438E+05, 0.2601610E-06, 0.7421314E+00, 0.2164070E-02, 0.3427420E+04, 0.8916809E-03
 0.1232064E+02, -.2375805E+00, -.2228492E+04, 0.3569581E+05, 0.2509167E-06, 0.7320605E+00, 0.2109921E-02, 0.3544604E+04, 0.8894001E-03
 0.1244447E+02, -.2349296E+00, -.2246158E+04, 0.3649247E+05, 0.2420164E-06, 0.7223171E+00, 0.2058044E-02, 0.3663627E+04, 0.8866576E-03
 0.1256954E+02, -.2322139E+00, -.2262789E+04, 0.3729397E+05, 0.2334419E-06, 0.7128952E+00, 0.2008345E-02, 0.3784390E+04, 0.8834352E-03
 0.1269586E+02, -.2294303E+00, -.2278329E+04, 0.3809988E+05, 0.2251757E-06, 0.7037895E+00, 0.1960734E-02, 0.3906786E+04, 0.8797132E-03
 0.1282346E+02, -.2265748E+00, -.2292721E+04, 0.3890977E+05, 0.2172007E-06, 0.6949952E+00, 0.1915127E-02, 0.4030695E+04, 0.8754695E-03
 0.1295234E+02, -.2236432E+00, -.2305900E+04, 0.3972320E+05, 0.2095002E-06, 0.6865080E+00, 0.1871445E-02, 0.4155985E+04, 0.8706797E-03
 0.1308251E+02, -.2206301E+00, -.2317797E+04, 0.4053975E+05, 0.2020580E-06, 0.6783244E+00, 0.1829614E-02, 0.4282513E+04, 0.8653161E-03
 0.1321399E+02, -.2175296E+00, -.2328336E+04, 0.4135896E+05, 0.1948577E-06, 0.6704413E+00, 0.1789565E-02, 0.4410125E+04, 0.8593468E-03
 0.1334679E+02, -.2143345E+00, -.2337433E+04, 0.4218041E+05, 0.1878831E-06, 0.6628568E+00, 0.1751233E-02, 0.4538648E+04, 0.8527353E-03
 0.1348093E+02, -.2110362E+00, -.2344990E+04, 0.4300370E+05, 0.1811176E-06, 0.6555697E+00, 0.1714558E-02, 0.4667896E+04, 0.8454382E-03
 0.1361642E+02, -.2076241E+00, -.2350898E+04, 0.4382842E+05, 0.1745441E-06, 0.6485800E+00, 0.1679484E-02, 0.4797665E+04, 0.8374041E-03
 0.1375326E+02, -.2040852E+00, -.2355028E+04, 0.4465426E+05, 0.1681444E-06, 0.6418892E+00, 0.1645961E-02, 0.4927730E+04, 0.8285702E-03
 0.1389149E+02, -.2004030E+00, -.2357224E+04, 0.4548093E+05, 0.1618989E-06, 0.6355008E+00, 0.1613943E-02, 0.5057842E+04, 0.8188589E-03
 0.1403110E+02, -.1965563E+00, -.2357295E+04, 0.4630828E+05, 0.1557853E-06, 0.6294205E+00, 0.1583391E-02, 0.5187724E+04, 0.8081711E-03
 0.1417211E+02, -.1925170E+00, -.2354997E+04, 0.4713636E+05, 0.1497777E-06, 0.6236576E+00, 0.1554271E-02, 0.5317065E+04, 0.7963776E-03
 0.1431455E+02, -.1882465E+00, -.2350009E+04, 0.4796551E+05, 0.1438438E-06, 0.6182260E+00, 0.1526556E-02, 0.5445511E+04, 0.7833026E-03
 0.1445841E+02, -.1836895E+00, -.2341886E+04, 0.4879659E+05, 0.1379410E-06, 0.6131473E+00, 0.1500230E-02, 0.5572648E+04, 0.7686966E-03
 0.1460372E+02, -.1787615E+00, -.2329966E+04, 0.4963146E+05, 0.1320086E-06, 0.6084554E+00, 0.1475289E-02, 0.5697982E+04, 0.7521826E-03
 0.1475049E+02, -.1733223E+00, -.2313184E+04, 0.5047399E+05, 0.1259495E-06, 0.6042071E+00, 0.1451746E-02, 0.5820895E+04, 0.7331387E-03
 0.1489873E+02, -.1671050E+00, -.2289557E+04, 0.5133288E+05, 0.1195832E-06, 0.6005086E+00, 0.1429650E-02, 0.5940555E+04, 0.7103906E-03
 0.1504847E+02, -.1594568E+00, -.2254357E+04, 0.5223238E+05, 0.1124709E-06, 0.5976107E+00, 0.1409113E-02, 0.6055689E+04, 0.6810887E-03
 0.1506352E+02, -.1585531E+00, -.2249771E+04, 0.5232696E+05, 0.1116780E-06, 0.5973872E+00, 0.1407154E-02, 0.6066875E+04, 0.6775367E-03
 0.1507860E+02, -.1576104E+00, -.2244894E+04, 0.5242295E+05, 0.1108610E-06, 0.5971809E+00, 0.1405214E-02, 0.6077990E+04, 0.6738119E-03
 0.1509368E+02, -.1566223E+00, -.2239680E+04, 0.5252062E+05, 0.1100154E-06, 0.5969938E+00, 0.1403294E-02, 0.6089028E+04, 0.6698868E-03
 0.1510878E+02, -.1555805E+00, -.2234071E+04, 0.5262033E+05, 0.1091356E-06, 0.5968291E+00, 0.1401394E-02, 0.6099985E+04, 0.6657255E-03
 0.1512390E+02, -.1544737E+00, -.2227990E+04, 0.5272255E+05, 0.1082139E-06, 0.5966905E+00, 0.1399515E-02, 0.6110853E+04, 0.6612794E-03
 0.1513903E+02, -.1532862E+00, -.2221324E+04, 0.5282797E+05, 0.1072396E-06, 0.5965837E+00, 0.1397658E-02, 0.6121626E+04, 0.6564805E-03
 0.1515418E+02, -.1519945E+00, -.2213910E+04, 0.5293762E+05, 0.1061964E-06, 0.5965168E+00, 0.1395825E-02, 0.6132294E+04, 0.6512274E-03
 0.1516934E+02, -.1505607E+00, -.2205486E+04, 0.5305314E+05, 0.1050584E-06, 0.5965027E+00, 0.1394017E-02, 0.6142845E+04, 0.6453576E-03
 0.1518452E+02, -.1489169E+00, -.2195577E+04, 0.5317754E+05, 0.1037788E-06, 0.5965647E+00, 0.1392238E-02, 0.6153261E+04, 0.6385778E-03
 0.1519971E+02, -.1469124E+00, -.2183139E+04, 0.5331753E+05, 0.1022535E-06, 0.5967537E+00, 0.1390492E-02, 0.6163514E+04, 0.6302406E-03
